Ticket_ID,Issue_Category,Priority,Resolution_Time,Engineer_Cost,Client_Type,Escalation_Count,Customer_Rating
100064,Software,Low,9.77,42,Small,3,2.8
100065,Email,High,11.82,34,Medium,2,3.9
100066,Hardware,High,7.03,90,Small,1,3.1
100067,Software,High,9.3,57,Small,1,4.4
100068,Hardware,Medium,1.74,29,Small,0,3.8
100069,Network,Medium,4.29,49,Small,2,3.8
100070,Security,Medium,4.05,40,Enterprise,2,2.9
100071,Email,Low,9.17,72,Medium,2,3.8
100072,Security,Medium,5.6,22,Small,1,3.8
100073,Software,Medium,7.49,25,Medium,2,3.9
100074,Hardware,Medium,9.82,56,Medium,0,3.6
100075,Network,High,5.11,92,Enterprise,0,4.4
100076,Hardware,High,5.31,80,Medium,0,4.5
100077,Software,High,,78,Small,2,4.2
100078,Security,Low,0.62,23,Small,1,4.7
100079,Network,Low,2.89,44,Small,3,3.1
100080,Hardware,Critical,1.58,93,Medium,2,3.2
100081,Software,High,,24,Small,2,3.3
100082,Hardware,Medium,0.83,42,Small,0,2.7
100083,Network,Medium,7.75,68,Small,2,4.0
100084,Security,Critical,3.55,76,Small,2,2.8
100085,Email,Critical,4.67,37,Enterprise,2,3.3
100086,Hardware,Low,2.87,47,Small,2,4.6
100087,Hardware,Low,7.02,67,Small,1,3.8
100088,Database,High,8.6,50,Enterprise,3,2.6
100089,Email,Low,,71,Small,3,4.5
100090,Email,High,7.68,42,Enterprise,0,3.5
100091,Hardware,Low,10.71,69,Small,3,3.2
100092,Hardware,Medium,3.72,52,Medium,2,3.2
100093,Software,Low,,91,Small,3,3.1
100094,Software,Low,,24,Small,1,4.0
100095,Email,High,7.62,51,Enterprise,1,4.5
100096,Network,High,,21,Small,2,2.9
100097,Security,Medium,,91,Enterprise,2,5.0
100098,Email,Medium,6.75,42,Small,3,3.9
100099,Network,Medium,2.17,29,Small,3,4.1
100100,Email,Medium,6.22,37,Enterprise,3,2.8
100101,Database,Medium,4.14,53,Enterprise,3,4.7
100102,Security,Low,,34,Small,0,2.7
100103,Database,High,8.41,73,Small,1,4.6
100104,Software,Low,,78,Medium,0,4.0
100105,Software,Low,4.4,76,Small,3,4.3
100106,Email,Medium,5.27,85,Medium,0,2.8
100107,Email,High,,83,Small,1,4.0
100108,Email,High,,26,Small,0,4.6
100109,Email,High,,94,Small,2,4.0
100110,Security,Medium,2.03,71,Enterprise,2,3.2
100111,Software,Medium,9.16,84,Small,3,4.2
100112,Email,Low,2.11,47,Small,0,2.9
100113,Database,Medium,0.6,71,Medium,3,4.8
100114,Email,High,10.44,82,Enterprise,2,4.9
100115,Email,Medium,10.24,57,Medium,3,4.1
100116,Database,Critical,9.48,88,Small,2,2.8
100117,Security,Low,9.56,38,Small,2,3.5
100118,Database,Critical,8.41,85,Enterprise,3,2.8
100119,Database,Medium,9.53,79,Small,0,4.8
100120,Email,Critical,,88,Small,3,2.8
100121,Network,Low,8.45,23,Small,2,3.4
100122,Software,Low,2.34,79,Small,2,3.7
100123,Network,Medium,10.12,33,Small,2,4.7
100124,Network,High,0.75,56,Enterprise,1,4.6
100125,Security,Medium,1.68,36,Medium,2,4.3
100126,Network,Low,0.67,70,Small,1,4.1
100127,Database,High,4.74,91,Enterprise,2,4.6
100128,Software,Low,1.23,87,Medium,3,4.4
100129,Network,Low,8.01,52,Medium,3,3.9
100130,Network,Medium,3.62,37,Small,0,3.2
100131,Database,Critical,5.7,36,Small,3,2.6
100132,Email,Low,,42,Medium,2,3.7
100133,Database,Low,,98,Enterprise,0,4.9
100134,Network,Critical,8.54,79,Small,2,4.3
100135,Email,Medium,5.85,57,Small,2,2.6
100136,Software,Low,,99,Small,0,4.3
100137,Software,Low,5.36,50,Small,1,4.7
100138,Database,Medium,10.52,43,Medium,2,4.9
100139,Software,Low,0.52,74,Small,3,4.4
100140,Email,High,10.4,33,Medium,0,3.3
100141,Software,Medium,10.07,31,Medium,2,4.0
100142,Security,Medium,2.51,37,Medium,1,4.9
100143,Hardware,High,10.95,45,Small,0,4.6
100144,Software,Critical,7.17,80,Medium,2,4.9
100145,Database,Medium,,65,Small,1,2.8
100146,Hardware,Low,7.97,37,Enterprise,0,2.9
100147,Database,Medium,8.88,91,Medium,1,2.6
100148,Software,Medium,4.99,72,Enterprise,3,3.5
100149,Database,Low,7.02,77,Enterprise,1,4.3
100150,Security,High,,57,Small,2,2.9
100151,Email,Medium,5.24,43,Small,0,3.8
100152,Email,Low,2.4,40,Small,0,4.9
100153,Hardware,Low,7.76,56,Enterprise,0,3.7
100154,Hardware,Low,10.9,95,Small,1,4.8
100155,Database,Critical,11.41,62,Small,3,4.1
100156,Security,Medium,3.16,57,Medium,2,4.7
100157,Hardware,High,1.13,78,Medium,1,4.4
100158,Network,Low,,70,Small,3,4.2
100159,Security,Low,2.72,36,Small,2,4.9
100160,Database,Low,7.56,30,Medium,3,4.5
100161,Email,High,5.98,44,Enterprise,1,3.6
100162,Email,Critical,4.64,66,Small,1,2.9
100163,Database,High,3.76,83,Small,0,4.9
100164,Database,Critical,4.43,43,Small,3,4.4
100165,Hardware,High,9.62,78,Enterprise,1,3.6
100166,Hardware,Low,6.81,21,Enterprise,3,3.5
100167,Email,Medium,1.38,32,Enterprise,0,4.3
100168,Email,Low,1.96,37,Small,1,4.0
100169,Security,Low,7.01,51,Medium,1,2.9
100170,Hardware,Medium,,95,Medium,2,3.4
100171,Database,High,3.0,64,Medium,1,3.8
100172,Database,Medium,5.16,97,Medium,3,3.4
100173,Email,Medium,4.04,35,Medium,1,3.9
100174,Network,Critical,10.72,48,Medium,3,2.7
100175,Network,Medium,7.51,76,Medium,0,4.8
100176,Network,Medium,9.98,86,Small,1,3.7
100177,Hardware,High,8.88,41,Small,3,4.0
100178,Database,Medium,11.24,54,Enterprise,2,4.7
100179,Hardware,Medium,11.38,41,Small,0,2.5
100180,Software,Low,11.77,77,Enterprise,1,4.3
100181,Network,Low,2.51,25,Small,2,2.7
100182,Security,Medium,6.07,99,Small,2,2.8
100183,Software,Low,3.65,44,Small,1,4.0
100184,Network,Critical,3.73,71,Medium,1,2.8
100185,Hardware,Medium,8.1,65,Medium,3,4.6
100186,Hardware,Critical,,83,Small,0,3.4
100187,Email,Low,10.93,41,Small,1,4.1
100188,Database,Medium,4.98,48,Medium,0,5.0
100189,Software,Low,11.54,25,Medium,1,4.1
100190,Network,High,9.07,86,Enterprise,1,4.5
100191,Security,Medium,2.9,23,Medium,0,4.5
100192,Software,High,2.39,39,Enterprise,1,3.6
100193,Email,Medium,3.01,75,Medium,1,2.8
100194,Network,High,9.3,25,Enterprise,0,4.2
100195,Network,Medium,5.52,77,Enterprise,0,3.1
100196,Security,Critical,2.36,96,Small,0,4.6
100197,Hardware,Medium,4.16,94,Enterprise,3,3.5
100198,Security,Medium,4.34,25,Enterprise,3,3.7
100199,Network,Low,1.99,59,Small,1,4.5
100200,Software,Low,9.64,73,Small,3,4.9
100201,Security,Critical,10.78,66,Enterprise,0,4.7
100202,Email,Low,9.72,92,Small,3,3.2
100203,Hardware,Medium,7.18,88,Enterprise,1,3.1
100204,Email,Critical,9.35,77,Medium,1,4.5
100205,Database,Low,7.14,33,Enterprise,0,3.3
100206,Software,Low,5.11,41,Medium,3,2.6
100207,Network,Low,4.2,98,Enterprise,0,4.9
100208,Email,Critical,2.7,90,Medium,2,3.5
100209,Hardware,High,5.08,81,Enterprise,0,4.2
100210,Security,Low,4.65,84,Small,0,5.0
100211,Email,Low,4.66,68,Small,3,4.1
100212,Software,Low,,49,Medium,3,4.3
100213,Database,Medium,,77,Small,0,2.9
100214,Network,Low,5.42,79,Medium,0,3.8
100215,Software,Critical,4.56,69,Medium,0,4.6
100216,Hardware,Medium,11.29,66,Small,2,3.3
100217,Database,High,8.96,77,Medium,1,3.1
100218,Hardware,High,,47,Medium,2,3.2
100219,Security,High,10.63,71,Small,0,2.5
100220,Email,High,11.99,49,Small,2,2.5
100221,Security,High,8.9,46,Enterprise,3,3.6
100222,Hardware,Medium,,75,Medium,1,4.9
100223,Hardware,Medium,,43,Medium,1,2.8
100224,Security,Low,6.72,35,Medium,3,2.8
100225,Security,Low,9.9,41,Enterprise,0,4.6
100226,Security,Critical,4.77,64,Small,2,4.8
100227,Database,Low,7.63,88,Enterprise,3,4.4
100228,Database,Low,4.46,72,Medium,0,4.1
100229,Hardware,Medium,5.3,69,Medium,3,4.6
100230,Email,Low,1.59,49,Small,1,4.2
100231,Database,Medium,9.33,68,Small,1,2.6
100232,Email,Low,4.95,53,Medium,1,3.8
100233,Database,High,8.61,24,Enterprise,1,3.3
100234,Software,Medium,,25,Enterprise,0,3.6
100235,Network,Low,7.01,72,Medium,2,3.1
100236,Hardware,High,6.23,37,Small,1,3.3
100237,Security,Critical,8.14,32,Medium,3,3.0
100238,Email,Critical,2.31,86,Medium,0,4.4
100239,Software,Low,6.41,80,Small,0,3.3
100240,Email,Low,,54,Medium,2,3.4
100241,Database,Medium,1.86,50,Enterprise,1,3.4
100242,Database,Critical,5.14,55,Small,3,4.9
100243,Security,Medium,11.65,49,Small,3,2.5
100244,Email,High,1.6,95,Small,0,3.2
100245,Database,High,0.53,54,Medium,2,4.3
100246,Hardware,Medium,,30,Enterprise,3,4.7
100247,Email,Medium,4.08,62,Small,1,3.9
100248,Software,Low,8.52,97,Enterprise,2,4.9
100249,Email,Low,,23,Small,1,4.4
100250,Email,High,10.9,37,Small,0,4.2
100251,Database,Low,11.21,76,Small,2,4.0
100252,Network,Low,,41,Enterprise,0,4.4
100253,Software,Low,,92,Small,3,4.1
100254,Network,Medium,11.37,57,Small,0,4.2
100255,Database,High,3.75,89,Medium,2,3.1
100256,Hardware,Medium,10.68,76,Small,3,4.8
100257,Software,Low,11.43,47,Small,0,4.4
100258,Hardware,Low,6.28,50,Small,1,4.2
100259,Database,Low,3.2,46,Small,3,2.7
100260,Security,Low,,54,Small,0,3.9
100261,Email,Low,8.94,99,Medium,3,4.9
100262,Software,Medium,4.64,57,Small,1,4.5
100263,Hardware,Low,8.23,24,Small,1,3.3
100264,Email,Critical,,77,Medium,3,3.4
100265,Network,Medium,8.43,91,Medium,1,3.1
100266,Email,High,,38,Enterprise,3,2.5
100267,Email,Medium,7.52,68,Enterprise,0,3.2
100268,Software,High,,67,Enterprise,2,4.0
100269,Email,Low,2.26,35,Small,3,4.5
100270,Hardware,Low,8.96,67,Small,0,4.9
100271,Database,Low,6.31,73,Small,3,2.7
100272,Email,Medium,3.91,20,Medium,3,3.8
100273,Email,Critical,4.64,88,Medium,0,4.9
100274,Hardware,Medium,5.63,55,Medium,0,3.1
100275,Network,Low,,41,Small,2,4.3
100276,Hardware,Medium,0.71,29,Small,3,3.2
100277,Security,Medium,11.94,76,Enterprise,0,4.2
100278,Email,High,5.96,33,Small,1,2.6
100279,Hardware,Low,4.85,85,Small,3,3.3
100280,Database,Low,4.59,82,Medium,0,4.0
100281,Email,Low,3.13,71,Small,3,4.5
100282,Database,Low,8.98,40,Small,3,4.3
100283,Software,Medium,7.56,20,Small,0,2.9
100284,Hardware,Critical,7.27,92,Medium,2,4.3
100285,Hardware,High,0.61,45,Medium,1,3.2
100286,Email,Low,4.23,92,Small,1,4.5
100287,Software,Low,,99,Small,3,4.8
100288,Database,Medium,10.8,32,Medium,3,4.4
100289,Database,Critical,8.08,72,Small,3,3.0
100290,Email,Medium,0.83,53,Small,2,2.8
100291,Network,Medium,,97,Small,0,3.8
100292,Email,Medium,,96,Small,0,4.2
100293,Security,Low,,51,Enterprise,0,3.7
100294,Network,Low,6.0,70,Small,1,2.9
100295,Network,Medium,7.92,29,Small,1,2.6
100296,Network,Low,10.34,27,Small,1,3.6
100297,Database,Medium,7.65,85,Medium,0,4.6
100298,Security,Medium,5.9,60,Small,2,4.0
100299,Email,Low,8.03,62,Small,3,2.5
100300,Email,Low,10.2,36,Small,2,3.8
100301,Security,Medium,5.5,86,Enterprise,2,4.1
100302,Network,Low,5.24,34,Small,1,4.7
100303,Email,High,4.42,45,Medium,3,3.5
100304,Network,Medium,,97,Medium,3,4.0
100305,Security,Low,,31,Enterprise,3,3.5
100306,Hardware,Medium,5.8,98,Small,2,4.1
100307,Email,Medium,7.03,77,Enterprise,2,3.0
100308,Hardware,Medium,2.52,89,Small,3,2.7
100309,Network,Medium,2.97,60,Enterprise,2,3.4
100310,Email,Medium,8.5,88,Medium,3,2.7
100311,Security,High,1.38,87,Small,3,2.6
100312,Network,Low,,43,Small,3,4.4
100313,Network,Low,2.19,31,Small,0,4.3
100314,Database,Low,9.34,49,Enterprise,3,3.2
100315,Database,High,1.52,60,Small,0,4.8
100316,Database,High,,28,Small,2,3.8
100317,Email,Medium,,25,Small,3,2.9
100318,Database,Critical,11.49,55,Medium,1,3.8
100319,Network,Medium,,79,Small,2,3.8
100320,Email,High,4.1,24,Small,2,4.0
100321,Email,Low,0.93,53,Medium,0,4.3
100322,Database,High,,85,Medium,0,4.0
100323,Hardware,Medium,10.33,55,Small,3,4.2
100324,Security,Medium,,66,Small,1,4.8
100325,Security,Medium,2.71,27,Small,1,3.2
100326,Security,Critical,1.14,89,Enterprise,2,3.4
100327,Network,Medium,8.41,28,Medium,3,4.8
100328,Security,Medium,7.47,42,Enterprise,3,4.6
100329,Hardware,Low,3.65,64,Enterprise,0,2.8
100330,Network,Medium,11.01,44,Enterprise,0,4.8
100331,Database,Medium,,75,Enterprise,0,2.8
100332,Database,High,2.24,99,Small,2,3.3
100333,Database,Low,5.92,87,Small,1,3.6
100334,Security,Low,,91,Small,3,3.9
100335,Hardware,Low,,79,Small,3,4.2
100336,Software,Low,,47,Medium,3,3.9
100337,Network,Medium,2.06,90,Medium,3,4.6
100338,Email,Medium,4.76,49,Medium,1,3.2
100339,Network,Medium,9.43,21,Small,2,2.6
100340,Email,Critical,5.28,49,Medium,0,3.8
100341,Security,Low,7.18,64,Medium,0,4.8
100342,Security,High,0.96,89,Enterprise,0,3.0
100343,Hardware,Low,8.11,70,Medium,0,4.4
100344,Software,Low,8.25,64,Enterprise,1,4.3
100345,Hardware,High,2.43,96,Small,0,4.9
100346,Email,Medium,7.55,76,Enterprise,0,3.1
100347,Security,Medium,,96,Enterprise,0,4.5
100348,Hardware,Medium,,25,Small,1,4.9
100349,Email,Low,11.73,68,Medium,1,4.7
100350,Network,Critical,,21,Small,0,4.9
100351,Network,Low,9.25,61,Medium,2,3.4
100352,Network,Medium,10.43,54,Small,1,4.9
100353,Database,Low,5.17,93,Small,2,2.6
100354,Database,Low,,41,Small,1,3.6
100355,Software,Low,1.67,43,Enterprise,3,4.1
100356,Network,Critical,10.87,90,Small,3,3.2
100357,Hardware,Medium,6.85,84,Medium,3,3.9
100358,Software,Low,11.29,38,Small,3,3.4
100359,Email,Medium,6.96,81,Small,0,4.8
100360,Software,Medium,4.05,89,Small,2,2.8
100361,Software,Low,,78,Enterprise,3,2.7
100362,Network,Low,3.05,54,Medium,1,3.6
100363,Hardware,Medium,3.71,30,Small,2,4.7
100364,Email,Medium,5.06,41,Medium,1,3.2
100365,Network,Medium,1.98,58,Enterprise,2,2.7
100366,Network,Low,9.31,78,Small,2,3.4
100367,Database,Low,6.31,35,Small,0,4.1
100368,Network,Medium,,99,Small,1,4.3
100369,Hardware,Low,7.36,56,Enterprise,3,3.2
100370,Email,High,1.65,40,Enterprise,1,4.4
100371,Security,Medium,10.88,58,Small,1,4.4
100372,Hardware,Medium,5.79,97,Small,2,3.0
100373,Email,Low,6.72,85,Small,2,3.4
100374,Database,High,0.77,69,Small,0,3.0
100375,Hardware,Medium,10.06,73,Medium,1,3.6
100376,Security,Low,8.66,31,Small,0,3.3
100377,Security,Medium,,38,Medium,1,2.9
100378,Network,High,0.66,55,Enterprise,3,4.7
100379,Network,High,3.43,23,Small,2,2.9
100380,Hardware,Medium,,48,Small,0,5.0
100381,Database,Low,10.44,46,Small,0,4.0
100382,Software,High,,89,Small,2,3.2
100383,Database,Medium,9.39,70,Enterprise,0,3.7
100384,Network,Low,3.75,32,Enterprise,3,3.2
100385,Hardware,Medium,2.38,81,Small,0,4.0
100386,Database,Medium,2.31,29,Enterprise,3,4.7
100387,Email,Low,2.84,61,Medium,3,4.3
100388,Hardware,Critical,0.71,81,Enterprise,2,4.0
100389,Software,Low,,82,Small,0,4.5
100390,Hardware,High,3.38,72,Enterprise,1,4.5
100391,Network,High,8.82,44,Enterprise,0,4.3
100392,Security,Low,9.48,31,Medium,3,2.7
100393,Email,High,2.85,69,Small,2,3.5
100394,Hardware,Low,,71,Enterprise,2,3.9
100395,Email,Medium,,35,Enterprise,0,5.0
100396,Security,Low,9.82,68,Small,1,3.8
100397,Security,Medium,6.41,34,Small,0,3.3
100398,Hardware,Low,8.92,77,Enterprise,3,4.9
100399,Security,Low,1.58,37,Small,2,3.5
100400,Hardware,Medium,10.59,45,Small,2,3.0
100401,Hardware,Medium,,37,Medium,3,4.9
100402,Hardware,Medium,4.38,79,Medium,0,3.9
100403,Security,Low,7.32,32,Small,0,4.3
100404,Software,Low,5.79,94,Small,0,2.6
100405,Software,Low,4.59,71,Small,0,4.0
100406,Database,Medium,9.51,62,Small,2,3.9
100407,Email,Medium,9.66,33,Small,2,4.4
100408,Network,High,11.93,62,Small,3,3.2
100409,Network,Low,,92,Medium,1,2.7
100410,Database,High,9.84,72,Small,1,3.3
100411,Network,Low,,62,Medium,0,4.6
100412,Security,High,1.86,41,Small,2,4.2
100413,Security,High,6.19,84,Enterprise,3,2.6
100414,Hardware,Low,5.01,76,Small,0,4.6
100415,Email,Medium,3.95,64,Small,0,5.0
100416,Email,Low,11.54,39,Enterprise,3,3.3
100417,Software,Low,,89,Small,0,4.3
100418,Email,Medium,4.25,41,Small,0,4.0
100419,Network,Medium,2.47,95,Small,2,4.1
100420,Network,High,3.99,86,Small,2,4.4
100421,Hardware,Medium,6.65,24,Small,3,3.6
100422,Hardware,Low,10.65,29,Medium,0,3.3
100423,Network,Medium,9.44,77,Enterprise,2,4.7
100424,Software,Medium,7.44,64,Medium,0,4.1
100425,Email,Medium,11.3,52,Small,0,3.3
100426,Database,High,4.15,96,Small,0,3.2
100427,Network,Low,1.99,33,Medium,3,3.3
100428,Software,Medium,,28,Small,0,3.7
100429,Hardware,Critical,8.89,86,Medium,0,4.1
100430,Security,Low,6.59,57,Enterprise,2,4.0
100431,Email,Low,7.19,40,Medium,2,3.2
100432,Network,High,8.67,75,Small,1,3.1
100433,Hardware,Low,5.23,90,Medium,3,2.7
100434,Software,Low,2.13,47,Medium,2,3.5
100435,Security,High,2.54,51,Small,1,2.8
100436,Database,Low,7.3,33,Small,2,2.5
100437,Database,Low,7.69,60,Medium,0,3.1
100438,Network,Low,5.63,49,Small,1,3.2
100439,Software,Medium,4.75,26,Enterprise,1,4.8
100440,Email,Medium,,31,Small,3,3.4
100441,Email,Medium,,31,Enterprise,1,3.1
100442,Hardware,High,10.26,70,Small,2,3.1
100443,Network,Critical,10.78,84,Medium,2,4.4
100444,Software,Medium,8.75,49,Medium,3,2.7
100445,Network,Medium,4.28,94,Enterprise,3,3.1
100446,Software,Medium,2.1,74,Enterprise,1,3.0
100447,Software,High,3.44,66,Small,1,4.2
100448,Hardware,Low,,64,Enterprise,3,3.1
100449,Network,Low,7.65,45,Small,2,4.9
100450,Network,Medium,8.06,78,Small,3,4.0
100451,Email,Low,,86,Enterprise,2,4.3
100452,Database,Critical,1.39,91,Small,3,4.1
100453,Security,Medium,5.26,68,Medium,1,3.7
100454,Database,Low,,50,Medium,0,3.5
100455,Hardware,Medium,8.66,63,Small,0,4.0
100456,Database,Low,9.65,67,Small,0,4.4
100457,Email,Critical,9.11,53,Small,3,3.7
100458,Network,Medium,,77,Enterprise,0,3.9
100459,Network,Medium,10.02,58,Small,1,4.8
100460,Security,Low,5.01,25,Medium,0,3.5
100461,Hardware,Low,5.66,83,Small,0,5.0
100462,Network,Low,,87,Enterprise,2,3.5
100463,Network,High,,27,Small,0,2.9
100464,Hardware,Medium,1.57,46,Small,1,4.3
100465,Hardware,Medium,8.16,45,Small,0,4.6
100466,Hardware,Low,,45,Small,3,3.2
100467,Software,Critical,1.62,24,Small,0,4.2
100468,Software,Medium,,81,Enterprise,1,2.8
100469,Software,Medium,6.29,58,Medium,2,4.6
100470,Security,Medium,4.52,78,Small,1,2.5
100471,Network,Medium,1.07,48,Medium,3,2.5
100472,Hardware,Low,8.85,34,Small,1,4.4
100473,Network,Medium,7.15,23,Small,3,4.5
100474,Network,Low,2.25,86,Medium,0,3.8
100475,Network,Medium,,50,Enterprise,0,4.9
100476,Security,Medium,11.16,56,Small,2,2.6
100477,Security,Low,5.61,62,Enterprise,3,2.5
100478,Database,Low,6.05,46,Small,1,3.7
100479,Database,Medium,1.09,88,Medium,2,3.5
100480,Security,Medium,9.44,20,Medium,2,4.0
100481,Database,Medium,1.64,38,Medium,2,3.2
100482,Database,Critical,3.57,90,Small,3,4.0
100483,Software,Low,8.17,43,Medium,1,3.6
100484,Security,Medium,,74,Small,1,4.2
100485,Database,Low,9.67,41,Small,0,3.9
100486,Security,Low,10.66,47,Enterprise,3,3.0
100487,Software,High,2.76,27,Enterprise,1,4.4
100488,Email,Low,,28,Medium,1,3.5
100489,Network,High,10.73,90,Small,1,2.7
100490,Security,High,3.62,66,Enterprise,0,3.1
100491,Network,Low,3.59,68,Small,2,4.8
100492,Security,Medium,2.31,79,Medium,1,3.9
100493,Software,Medium,11.83,97,Enterprise,3,3.6
100494,Email,Critical,3.07,88,Medium,0,4.5
100495,Database,High,1.86,67,Enterprise,2,3.7
100496,Software,High,11.9,63,Medium,3,3.9
100497,Software,Low,,95,Small,0,3.9
100498,Security,Low,9.1,23,Small,0,2.9
100499,Hardware,High,5.05,96,Small,2,2.7
100500,Email,Medium,8.85,93,Enterprise,3,2.9
100501,Network,High,,48,Small,0,3.1
100502,Email,High,1.95,90,Small,0,3.6
100503,Email,Critical,8.14,95,Medium,0,4.3
100504,Email,Low,3.96,85,Small,2,3.0
100505,Email,Low,3.79,82,Enterprise,3,2.8
100506,Database,Low,5.48,89,Small,1,3.8
100507,Security,Medium,1.29,45,Enterprise,0,4.7
100508,Security,High,7.07,41,Small,1,4.3
100509,Security,Critical,6.13,49,Medium,3,2.6
100510,Software,High,,48,Medium,0,3.1
100511,Security,Low,,80,Medium,3,4.7
100512,Database,Low,,78,Enterprise,3,4.4
100513,Network,High,4.53,86,Small,0,2.8
100514,Network,Medium,,54,Small,3,4.9
100515,Email,Medium,5.87,32,Small,1,4.6
100516,Software,Low,2.06,75,Medium,3,4.0
100517,Software,High,3.43,96,Medium,3,3.2
100518,Database,Medium,0.75,45,Small,2,2.9
100519,Database,Low,,85,Small,0,3.1
100520,Network,High,4.68,57,Enterprise,1,4.1
100521,Database,High,11.96,24,Small,1,4.4
100522,Database,Low,1.51,23,Small,1,3.4
100523,Security,Medium,2.6,55,Small,0,4.5
100524,Email,Medium,8.73,62,Medium,1,3.3
100525,Hardware,Critical,6.11,99,Small,0,3.2
100526,Database,Critical,5.3,28,Small,2,4.9
100527,Security,Medium,10.9,77,Small,2,4.4
100528,Hardware,High,5.19,21,Enterprise,2,4.8
100529,Hardware,Low,11.08,89,Enterprise,1,4.7
100530,Security,Low,6.03,42,Small,3,4.8
100531,Security,High,4.49,56,Medium,2,2.8
100532,Software,Medium,11.37,41,Small,0,4.5
100533,Security,Medium,,57,Medium,0,4.9
100534,Hardware,Low,,51,Small,2,5.0
100535,Software,Medium,5.89,69,Medium,3,3.7
100536,Software,Low,1.56,97,Enterprise,1,3.4
100537,Hardware,Medium,1.17,88,Small,3,4.2
100538,Security,Low,2.43,96,Small,2,3.2
100539,Network,Critical,,96,Medium,2,4.2
100540,Database,High,7.71,80,Small,3,3.3
100541,Hardware,Medium,9.88,20,Small,0,4.7
100542,Email,Medium,10.31,53,Medium,3,4.7
100543,Database,Critical,3.81,33,Enterprise,2,3.7
100544,Email,Medium,,40,Medium,1,3.0
100545,Hardware,Critical,6.06,47,Medium,3,2.8
100546,Network,High,5.16,38,Enterprise,2,3.1
100547,Security,High,10.57,46,Enterprise,2,3.4
100548,Database,Medium,2.79,44,Enterprise,3,4.2
100549,Hardware,Low,4.67,98,Small,1,2.7
100550,Network,Low,7.21,67,Enterprise,3,3.0
100551,Email,Low,,51,Small,0,2.6
100552,Security,Medium,10.17,57,Enterprise,1,3.5
100553,Email,Medium,1.87,25,Small,0,4.0
100554,Software,Low,1.91,55,Small,1,3.2
100555,Email,Medium,,74,Medium,2,4.0
100556,Security,Medium,5.66,87,Medium,2,2.8
100557,Hardware,High,3.24,49,Medium,2,3.0
